#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
6370000      4.09e-02      5.08e-03      2.77e-02    1.1e-07
6372000      1.30e-02      3.45e-04      1.23e-02    1.1e-07
6374000      1.34e-03      4.65e-05      1.22e-03    1.1e-07
6376000      2.58e-02      1.23e-03      2.36e-02    1.1e-07
6378000      2.79e-02      1.74e-03      2.53e-02    1.1e-07
6380000      6.02e-03      5.89e-04      3.56e-03    1.1e-07
6382000      9.92e-03      4.21e-05      9.43e-03    1.1e-07
6384000      1.86e-02      1.01e-03      1.68e-02    1.1e-07
6386000      8.82e-03      9.48e-04      4.28e-03    1.1e-07
6388000      6.29e-03      8.58e-04      3.81e-03    1.1e-07
6390000      3.00e-02      2.99e-03      2.35e-02    1.1e-07
6392000      2.95e-03      1.44e-04      2.59e-03    1.1e-07
6394000      2.94e-02      1.26e-03      2.62e-02    1.1e-07
6396000      3.48e-03      9.43e-05      3.23e-03    1.1e-07
6398000      7.49e-03      1.16e-03      3.41e-03    1.1e-07
6400000      3.25e-03      1.60e-04      2.85e-03    1.0e-07
6402000      1.06e-02      8.55e-04      8.94e-03    1.0e-07
6404000      2.81e-03      2.70e-04      1.72e-03    1.0e-07
6406000      2.74e-03      3.02e-04      1.23e-03    1.0e-07
6408000      1.11e-02      1.52e-03      6.65e-03    1.0e-07
6410000      5.03e-03      3.79e-04      4.33e-03    1.0e-07
6412000      1.49e-02      5.97e-04      1.39e-02    1.0e-07
6414000      4.51e-03      6.41e-04      2.56e-03    1.0e-07
6416000      8.38e-03      1.56e-05      7.99e-03    1.0e-07
6418000      3.41e-02      3.36e-03      2.70e-02    1.0e-07
6420000      7.26e-03      5.86e-04      6.16e-03    1.0e-07
6422000      3.50e-02      2.93e-03      2.94e-02    1.0e-07
6424000      7.87e-03      3.53e-04      7.26e-03    1.0e-07
6426000      1.40e-02      2.99e-04      1.33e-02    1.0e-07
6428000      8.47e-03      6.73e-05      8.06e-03    1.0e-07
6430000      4.04e-02      3.72e-03      3.44e-02    1.0e-07
6432000      3.45e-02      3.92e-03      2.73e-02    1.0e-07
6434000      5.70e-03      3.32e-05      5.43e-03    1.0e-07
6436000      5.17e-02      5.93e-03      3.75e-02    1.0e-07
6438000      9.91e-03      2.16e-04      9.31e-03    1.0e-07
6440000      8.79e-03      1.21e-03      5.30e-03    9.4e-08
6442000      2.31e-02      5.43e-04      2.19e-02    9.4e-08
6444000      4.83e-03      1.59e-05      4.62e-03    9.4e-08
6446000      2.97e-02      9.92e-04      2.78e-02    9.4e-08
6448000      2.87e-02      4.19e-03      1.56e-02    9.4e-08
6450000      2.52e-03      2.07e-04      1.82e-03    9.4e-08
6452000      4.83e-03      6.44e-04      3.03e-03    9.4e-08
6454000      8.47e-03      7.20e-04      5.94e-03    9.4e-08
6456000      6.34e-03      7.08e-04      4.69e-03    9.4e-08
6458000      9.55e-03      2.98e-04      8.84e-03    9.4e-08
6460000      3.81e-03      3.84e-04      2.15e-03    9.4e-08
6462000      1.31e-02      2.58e-04      1.24e-02    9.4e-08
6464000      5.09e-03      4.18e-04      4.31e-03    9.4e-08
6466000      1.83e-03      1.45e-04      1.36e-03    9.4e-08
6468000      4.47e-03      1.72e-04      4.06e-03    9.4e-08
6470000      4.65e-03      6.46e-04      2.74e-03    9.4e-08
6472000      2.94e-02      6.86e-04      2.76e-02    9.4e-08
6474000      1.22e-02      1.48e-03      2.76e-03    9.4e-08
6476000      5.34e-03      3.21e-05      5.10e-03    9.4e-08
6478000      1.79e-02      1.51e-04      1.70e-02    9.4e-08
6480000      9.01e-03      1.37e-03      4.41e-03    8.9e-08
6482000      6.27e-03      4.62e-04      4.85e-03    8.9e-08
6484000      1.12e-02      1.18e-03      5.86e-03    8.9e-08
6486000      3.96e-03      3.69e-04      2.52e-03    8.9e-08
6488000      3.53e-02      2.16e-03      3.23e-02    8.9e-08
6490000      3.13e-02      2.43e-03      2.70e-02    8.9e-08
6492000      3.39e-03      2.18e-04      2.79e-03    8.9e-08
6494000      1.98e-03      9.38e-05      1.75e-03    8.9e-08
6496000      2.05e-02      7.59e-04      1.88e-02    8.9e-08
6498000      2.99e-03      1.61e-04      2.59e-03    8.9e-08
6500000      3.99e-02      4.05e-03      3.13e-02    8.9e-08
6502000      1.05e-02      1.77e-03      2.91e-03    8.9e-08
6504000      5.87e-03      6.04e-04      3.19e-03    8.9e-08
6506000      5.36e-03      1.51e-04      5.07e-03    8.9e-08
6508000      3.29e-02      3.23e-03      2.77e-02    8.9e-08
6510000      7.08e-03      7.03e-05      6.76e-03    8.9e-08
6512000      3.10e-02      3.13e-04      2.96e-02    8.9e-08
6514000      2.68e-02      1.96e-04      2.56e-02    8.9e-08
6516000      3.09e-03      1.06e-04      2.85e-03    8.9e-08
6518000      1.71e-02      1.17e-03      1.51e-02    8.9e-08
6520000      3.72e-03      4.62e-04      4.46e-04    8.4e-08
6522000      3.36e-03      4.08e-04      7.88e-04    8.4e-08
6524000      3.81e-02      4.15e-03      2.88e-02    8.4e-08
6526000      4.28e-03      3.70e-04      2.96e-03    8.4e-08
6528000      2.57e-02      3.62e-04      2.45e-02    8.4e-08
6530000      2.61e-03      7.47e-05      2.44e-03    8.4e-08
6532000      3.08e-03      2.75e-04      2.55e-03    8.4e-08
6534000      4.20e-03      3.02e-04      3.30e-03    8.4e-08
6536000      2.48e-02      2.84e-04      2.37e-02    8.4e-08
6538000      1.83e-02      6.92e-04      1.72e-02    8.4e-08
6540000      4.12e-03      2.85e-04      3.64e-03    8.4e-08
6542000      1.12e-02      8.16e-04      9.81e-03    8.4e-08
6544000      3.62e-02      4.47e-03      2.76e-02    8.4e-08
6546000      4.87e-03      2.35e-04      4.50e-03    8.4e-08
6548000      5.22e-03      2.14e-04      4.87e-03    8.4e-08
6550000      1.28e-03      1.35e-04      6.64e-04    8.4e-08
6552000      5.21e-02      4.52e-03      3.60e-02    8.4e-08
6554000      2.78e-02      9.79e-04      2.56e-02    8.4e-08
6556000      8.39e-03      5.40e-04      7.50e-03    8.4e-08
6558000      6.36e-03      5.33e-04      5.38e-03    8.4e-08
6560000      3.70e-02      3.63e-03      2.96e-02    7.9e-08
6562000      7.10e-03      1.13e-03      2.94e-03    7.9e-08
6564000      5.15e-03      6.12e-04      1.55e-03    7.9e-08
6566000      3.57e-03      5.87e-04      1.27e-03    7.9e-08
6568000      1.35e-02      1.97e-04      1.29e-02    7.9e-08
6570000      1.83e-02      7.46e-04      1.67e-02    7.9e-08
6572000      2.13e-03      1.13e-04      1.86e-03    7.9e-08
6574000      3.38e-02      2.35e-03      2.99e-02    7.9e-08
6576000      5.42e-03      5.79e-04      4.16e-03    7.9e-08
6578000      1.56e-02      6.02e-04      1.43e-02    7.9e-08
6580000      9.26e-03      1.49e-03      3.66e-03    7.9e-08
6582000      1.43e-02      3.01e-04      1.36e-02    7.9e-08
6584000      2.72e-02      5.90e-04      2.58e-02    7.9e-08
6586000      3.51e-03      2.82e-04      3.01e-03    7.9e-08
6588000      4.31e-02      4.52e-03      3.56e-02    7.9e-08
6590000      2.20e-02      2.06e-03      1.88e-02    7.9e-08
6592000      7.09e-03      6.93e-04      5.69e-03    7.9e-08
6594000      3.37e-02      2.44e-03      2.96e-02    7.9e-08
6596000      4.06e-03      4.33e-04      3.12e-03    7.9e-08
6598000      6.01e-02      6.95e-03      4.37e-02    7.9e-08
6600000      9.69e-03      1.09e-03      4.14e-03    7.5e-08
6602000      1.67e-02      2.02e-04      1.61e-02    7.5e-08
6604000      3.96e-03      4.40e-04      2.96e-03    7.5e-08
6606000      2.93e-03      4.83e-04      1.02e-03    7.5e-08
6608000      4.25e-03      5.70e-04      2.67e-03    7.5e-08
6610000      1.77e-02      6.40e-04      1.67e-02    7.5e-08
6612000      3.45e-03      3.08e-04      2.33e-03    7.5e-08
6614000      3.87e-03      2.25e-04      3.30e-03    7.5e-08
6616000      2.21e-02      1.62e-03      1.94e-02    7.5e-08
6618000      1.04e-02      1.26e-03      7.36e-03    7.5e-08
6620000      4.79e-03      6.56e-04      2.92e-03    7.5e-08
6622000      2.62e-02      1.31e-03      2.31e-02    7.5e-08
6624000      2.93e-02      5.18e-03      1.42e-02    7.5e-08
6626000      4.68e-03      1.76e-04      4.41e-03    7.5e-08
6628000      2.02e-02      1.97e-03      1.63e-02    7.5e-08
6630000      8.28e-03      4.91e-05      7.97e-03    7.5e-08
6632000      4.12e-03      5.49e-04      2.61e-03    7.5e-08
6634000      7.15e-03      1.08e-03      3.59e-03    7.5e-08
6636000      3.78e-03      6.47e-04      9.15e-04    7.5e-08
6638000      3.84e-03      1.55e-04      3.51e-03    7.5e-08
6640000      2.23e-02      2.08e-03      1.83e-02    7.1e-08
6642000      1.81e-03      1.25e-04      1.45e-03    7.1e-08
6644000      4.61e-03      1.22e-04      4.36e-03    7.1e-08
6646000      5.54e-03      6.45e-04      4.02e-03    7.1e-08
6648000      3.47e-02      5.68e-05      3.35e-02    7.1e-08
6650000      8.16e-03      1.17e-03      4.61e-03    7.1e-08
6652000      1.46e-02      1.04e-03      1.32e-02    7.1e-08
6654000      2.46e-02      5.37e-04      2.35e-02    7.1e-08
6656000      3.37e-03      1.70e-04      2.98e-03    7.1e-08
6658000      3.30e-02      2.05e-03      2.98e-02    7.1e-08
6660000      5.88e-03      2.43e-05      5.68e-03    7.1e-08
6662000      1.44e-02      1.33e-03      1.24e-02    7.1e-08
6664000      1.11e-02      3.50e-04      1.06e-02    7.1e-08
6666000      2.90e-03      2.97e-04      1.60e-03    7.1e-08
6668000      2.64e-03      3.22e-04      5.68e-04    7.1e-08
6670000      3.43e-02      4.13e-03      2.43e-02    7.1e-08
6672000      3.14e-03      1.44e-04      2.83e-03    7.1e-08
6674000      3.10e-02      2.08e-03      2.52e-02    7.1e-08
6676000      1.65e-02      9.51e-04      1.50e-02    7.1e-08
6678000      1.62e-02      2.16e-05      1.56e-02    7.1e-08
6680000      3.58e-03      2.11e-04      3.06e-03    6.7e-08
6682000      2.92e-03      3.30e-04      1.21e-03    6.7e-08
6684000      4.53e-02      5.93e-03      2.95e-02    6.7e-08
6686000      1.00e-02      4.51e-05      9.69e-03    6.7e-08
6688000      2.03e-03      7.23e-05      1.88e-03    6.7e-08
6690000      3.38e-03      1.10e-04      3.16e-03    6.7e-08
6692000      5.26e-02      4.38e-03      4.49e-02    6.7e-08
6694000      9.09e-03      1.03e-03      6.74e-03    6.7e-08
6696000      5.56e-03      7.78e-04      3.29e-03    6.7e-08
6698000      1.66e-02      4.30e-04      1.59e-02    6.7e-08
6700000      7.91e-03      8.56e-04      6.05e-03    6.7e-08
6702000      1.33e-02      1.31e-03      1.13e-02    6.7e-08
6704000      2.22e-03      2.35e-04      1.14e-03    6.7e-08
6706000      8.06e-03      2.56e-05      7.81e-03    6.7e-08
6708000      2.62e-03      3.25e-04      3.07e-04    6.7e-08
6710000      2.54e-02      1.26e-03      2.36e-02    6.7e-08
6712000      8.95e-03      8.36e-05      8.64e-03    6.7e-08
6714000      6.11e-03      6.28e-04      3.37e-03    6.7e-08
6716000      2.68e-03      1.76e-04      2.21e-03    6.7e-08
6718000      3.25e-02      1.13e-03      3.09e-02    6.7e-08
6720000      6.89e-03      2.43e-04      6.55e-03    6.3e-08
6722000      1.19e-02      7.23e-04      1.01e-02    6.3e-08
6724000      2.90e-02      2.05e-03      2.64e-02    6.3e-08
6726000      3.55e-02      4.32e-03      2.50e-02    6.3e-08
6728000      3.22e-03      4.53e-04      1.90e-03    6.3e-08
6730000      3.64e-03      3.24e-04      2.49e-03    6.3e-08
6732000      2.83e-02      2.21e-03      2.46e-02    6.3e-08
6734000      1.79e-03      2.04e-04      7.00e-04    6.3e-08
6736000      2.44e-02      4.26e-04      2.35e-02    6.3e-08
6738000      5.53e-03      7.68e-04      3.31e-03    6.3e-08
6740000      3.23e-02      2.49e-03      2.82e-02    6.3e-08
6742000      3.26e-02      2.80e-03      2.87e-02    6.3e-08
6744000      2.22e-02      1.66e-03      1.95e-02    6.3e-08
6746000      9.23e-03      3.92e-04      8.42e-03    6.3e-08
6748000      1.33e-02      1.11e-03      1.14e-02    6.3e-08
6750000      4.56e-02      4.01e-03      3.83e-02    6.3e-08
6752000      2.64e-02      2.98e-05      2.56e-02    6.3e-08
6754000      5.58e-03      4.94e-04      3.82e-03    6.3e-08
6756000      3.73e-02      3.64e-03      3.18e-02    6.3e-08
6758000      3.14e-03      2.96e-04      2.00e-03    6.3e-08
6760000      8.12e-03      1.23e-03      4.07e-03    6.0e-08
6762000      2.97e-02      1.91e-03      2.74e-02    6.0e-08
6764000      3.03e-03      1.78e-04      2.60e-03    6.0e-08
6766000      4.89e-03      2.46e-04      4.35e-03    6.0e-08
6768000      3.84e-02      2.55e-03      3.45e-02    6.0e-08
6770000      2.69e-02      1.97e-05      2.61e-02    6.0e-08
6772000      3.26e-03      1.76e-04      2.85e-03    6.0e-08
6774000      3.53e-02      2.72e-03      3.08e-02    6.0e-08
6776000      6.35e-03      9.01e-04      3.68e-03    6.0e-08
6778000      2.95e-03      1.66e-04      2.56e-03    6.0e-08
6780000      4.27e-03      2.65e-04      3.60e-03    6.0e-08
6782000      2.73e-03      2.15e-04      2.06e-03    6.0e-08
6784000      8.59e-03      1.35e-03      3.82e-03    6.0e-08
6786000      8.83e-03      8.96e-04      7.03e-03    6.0e-08
6788000      8.44e-03      1.11e-03      5.49e-03    6.0e-08
6790000      2.98e-02      1.32e-03      2.80e-02    6.0e-08
6792000      1.76e-03      1.67e-04      1.11e-03    6.0e-08
6794000      4.48e-03      3.79e-04      3.82e-03    6.0e-08
6796000      3.71e-02      2.11e-03      3.47e-02    6.0e-08
6798000      1.80e-02      1.46e-03      1.55e-02    6.0e-08
6800000      8.67e-03      8.06e-04      5.63e-03    5.6e-08
6802000      3.22e-02      6.69e-04      3.11e-02    5.6e-08
6804000      3.24e-02      2.62e-03      2.80e-02    5.6e-08
6806000      1.27e-02      1.37e-03      9.82e-03    5.6e-08
6808000      5.26e-03      5.70e-04      4.04e-03    5.6e-08
6810000      2.89e-02      2.63e-03      2.42e-02    5.6e-08
6812000      3.78e-02      2.08e-03      3.50e-02    5.6e-08
6814000      4.46e-03      3.40e-04      3.92e-03    5.6e-08
6816000      2.72e-02      9.26e-05      2.65e-02    5.6e-08
6818000      8.38e-03      3.40e-04      7.71e-03    5.6e-08
6820000      3.48e-02      3.17e-03      2.91e-02    5.6e-08
6822000      3.07e-02      1.96e-03      2.84e-02    5.6e-08
6824000      2.31e-03      2.10e-04      1.54e-03    5.6e-08
6826000      2.62e-03      2.44e-04      1.69e-03    5.6e-08
6828000      3.08e-02      1.30e-03      2.82e-02    5.6e-08
6830000      3.35e-02      1.69e-03      3.12e-02    5.6e-08
6832000      5.10e-03      1.96e-04      4.85e-03    5.6e-08
6834000      7.86e-03      1.05e-03      4.99e-03    5.6e-08
6836000      3.03e-02      1.30e-03      2.86e-02    5.6e-08
6838000      3.00e-02      6.28e-05      2.92e-02    5.6e-08
6840000      1.40e-02      1.15e-04      1.37e-02    5.3e-08
6842000      4.27e-03      5.57e-04      2.81e-03    5.3e-08
6844000      7.63e-03      1.53e-04      7.34e-03    5.3e-08
6846000      1.97e-03      9.92e-05      1.76e-03    5.3e-08
6848000      9.67e-03      1.32e-03      5.99e-03    5.3e-08
6850000      1.28e-02      7.43e-04      1.11e-02    5.3e-08
6852000      1.15e-02      1.83e-03      4.87e-03    5.3e-08
6854000      3.00e-02      3.50e-03      2.19e-02    5.3e-08
6856000      1.34e-02      8.54e-06      1.30e-02    5.3e-08
6858000      6.94e-03      1.04e-03      3.61e-03    5.3e-08
6860000      2.60e-02      3.32e-04      2.53e-02    5.3e-08
6862000      3.33e-02      1.80e-03      3.08e-02    5.3e-08
6864000      1.63e-03      1.87e-04      6.17e-04    5.3e-08
6866000      1.67e-02      5.61e-04      1.56e-02    5.3e-08
6868000      6.30e-03      7.12e-04      4.73e-03    5.3e-08
6870000      3.48e-03      3.85e-04      2.64e-03    5.3e-08
6872000      3.66e-03      4.19e-04      2.71e-03    5.3e-08
6874000      3.02e-02      3.13e-03      2.38e-02    5.3e-08
6876000      2.53e-02      1.59e-03      2.30e-02    5.3e-08
6878000      3.37e-02      9.91e-04      3.24e-02    5.3e-08
6880000      4.15e-03      5.03e-04      9.97e-04    5.0e-08
6882000      1.76e-02      2.44e-03      1.26e-02    5.0e-08
6884000      5.49e-03      6.77e-04      3.84e-03    5.0e-08
6886000      3.04e-02      1.72e-03      2.65e-02    5.0e-08
6888000      8.66e-03      1.34e-03      4.10e-03    5.0e-08
6890000      2.89e-02      1.44e-03      2.70e-02    5.0e-08
6892000      9.05e-03      1.13e-03      6.25e-03    5.0e-08
6894000      6.46e-03      5.82e-04      5.42e-03    5.0e-08
6896000      2.83e-02      2.87e-03      2.26e-02    5.0e-08
6898000      2.62e-02      4.76e-04      2.53e-02    5.0e-08
6900000      3.38e-03      2.96e-04      2.35e-03    5.0e-08
6902000      1.92e-03      2.17e-04      8.08e-04    5.0e-08
6904000      3.08e-02      1.67e-03      2.86e-02    5.0e-08
6906000      3.66e-02      2.56e-03      3.28e-02    5.0e-08
6908000      8.16e-03      1.19e-03      4.52e-03    5.0e-08
6910000      3.31e-02      6.37e-03      1.07e-02    5.0e-08
6912000      1.42e-02      9.85e-04      1.28e-02    5.0e-08
6914000      1.98e-03      3.09e-04      8.97e-04    5.0e-08
6916000      2.94e-02      2.73e-03      2.55e-02    5.0e-08
6918000      2.85e-02      8.43e-04      2.71e-02    5.0e-08
6920000      5.85e-03      4.66e-04      5.11e-03    4.7e-08
6922000      3.71e-03      6.26e-04      1.09e-03    4.7e-08
6924000      3.92e-03      3.75e-04      2.46e-03    4.7e-08
6926000      5.45e-03      2.76e-04      4.86e-03    4.7e-08
6928000      8.43e-03      7.99e-04      6.95e-03    4.7e-08
6930000      9.44e-03      1.00e-03      4.83e-03    4.7e-08
6932000      9.34e-03      8.18e-04      6.51e-03    4.7e-08
6934000      7.70e-03      5.18e-04      6.96e-03    4.7e-08
6936000      3.49e-02      2.92e-03      3.11e-02    4.7e-08
6938000      3.62e-03      2.22e-04      3.08e-03    4.7e-08
6940000      2.89e-02      6.03e-04      2.78e-02    4.7e-08
6942000      1.99e-03      1.98e-04      1.19e-03    4.7e-08
6944000      8.71e-03      9.39e-04      4.31e-03    4.7e-08
6946000      5.51e-03      5.17e-04      3.57e-03    4.7e-08
6948000      2.60e-02      1.57e-03      2.39e-02    4.7e-08
6950000      7.49e-03      3.29e-04      6.85e-03    4.7e-08
6952000      3.23e-02      3.69e-03      2.41e-02    4.7e-08
6954000      2.38e-03      1.92e-04      1.78e-03    4.7e-08
6956000      4.36e-03      5.47e-04      3.01e-03    4.7e-08
6958000      3.88e-02      4.77e-03      3.02e-02    4.7e-08
6960000      1.48e-03      1.76e-05      1.44e-03    4.5e-08
6962000      3.12e-02      2.53e-03      2.71e-02    4.5e-08
6964000      3.83e-03      5.13e-04      2.45e-03    4.5e-08
6966000      9.29e-03      1.40e-03      4.79e-03    4.5e-08
6968000      3.40e-02      2.77e-03      2.96e-02    4.5e-08
6970000      2.80e-03      3.25e-04      1.01e-03    4.5e-08
6972000      1.62e-02      7.73e-04      1.53e-02    4.5e-08
