#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
3416000      1.48e-02      7.87e-04      4.83e-03    7.5e-06
3418000      1.62e-02      7.31e-04      5.38e-03    7.5e-06
3420000      7.03e-02      6.50e-03      2.15e-02    7.5e-06
3422000      4.22e-02      5.72e-04      1.44e-02    7.5e-06
3424000      1.16e-02      1.27e-03      3.13e-03    7.5e-06
3426000      3.08e-02      1.57e-03      1.01e-02    7.5e-06
3428000      1.68e-02      1.34e-04      5.75e-03    7.5e-06
3430000      3.55e-02      3.41e-04      1.22e-02    7.5e-06
3432000      1.33e-02      9.55e-04      3.75e-03    7.5e-06
3434000      6.21e-03      6.02e-04      1.35e-03    7.5e-06
3436000      7.73e-02      1.25e-03      2.63e-02    7.5e-06
3438000      7.44e-02      7.14e-04      2.55e-02    7.5e-06
3440000      5.94e-02      5.21e-04      2.09e-02    7.1e-06
3442000      4.62e-02      2.85e-03      1.52e-02    7.1e-06
3444000      4.30e-02      4.98e-04      1.51e-02    7.1e-06
3446000      1.05e-01      4.34e-03      3.58e-02    7.1e-06
3448000      6.59e-02      1.38e-03      2.30e-02    7.1e-06
3450000      2.43e-02      3.16e-03      5.82e-03    7.1e-06
3452000      1.22e-02      1.41e-03      3.25e-03    7.1e-06
3454000      9.57e-02      2.55e-04      3.37e-02    7.1e-06
3456000      1.41e-02      1.15e-03      3.78e-03    7.1e-06
3458000      9.07e-02      2.02e-03      3.17e-02    7.1e-06
3460000      4.88e-03      4.17e-04      1.26e-03    7.1e-06
3462000      7.05e-03      1.26e-04      2.46e-03    7.1e-06
3464000      1.02e-01      4.22e-03      3.50e-02    7.1e-06
3466000      4.02e-02      2.47e-03      1.35e-02    7.1e-06
3468000      1.18e-02      1.07e-03      3.56e-03    7.1e-06
3470000      9.46e-03      1.20e-03      2.33e-03    7.1e-06
3472000      1.02e-02      7.21e-04      2.98e-03    7.1e-06
3474000      5.09e-03      7.38e-04      1.03e-03    7.1e-06
3476000      1.23e-02      1.26e-03      3.52e-03    7.1e-06
3478000      8.34e-03      1.11e-03      1.94e-03    7.1e-06
3480000      2.19e-02      2.97e-03      5.11e-03    6.7e-06
3482000      6.50e-02      5.75e-04      2.34e-02    6.7e-06
3484000      1.56e-02      1.54e-03      3.50e-03    6.7e-06
3486000      1.53e-02      1.55e-03      4.53e-03    6.7e-06
3488000      6.77e-02      5.56e-04      2.44e-02    6.7e-06
3490000      1.62e-02      2.39e-03      3.25e-03    6.7e-06
3492000      1.13e-02      1.38e-03      8.82e-04    6.7e-06
3494000      7.85e-02      3.91e-03      2.75e-02    6.7e-06
3496000      8.26e-02      2.79e-03      2.93e-02    6.7e-06
3498000      7.98e-02      2.71e-03      2.83e-02    6.7e-06
3500000      7.69e-03      7.93e-04      2.26e-03    6.7e-06
3502000      9.82e-02      3.50e-03      3.47e-02    6.7e-06
3504000      8.58e-02      1.02e-03      3.09e-02    6.7e-06
3506000      5.67e-02      3.59e-03      1.91e-02    6.7e-06
3508000      6.13e-03      5.72e-04      1.88e-03    6.7e-06
3510000      1.06e-02      3.16e-04      3.70e-03    6.7e-06
3512000      1.07e-02      1.03e-03      2.48e-03    6.7e-06
3514000      8.83e-02      3.63e-03      3.12e-02    6.7e-06
3516000      7.59e-02      1.85e-03      2.69e-02    6.7e-06
3518000      1.05e-02      1.36e-03      2.57e-03    6.7e-06
3520000      3.83e-02      2.85e-03      1.28e-02    6.3e-06
3522000      1.41e-02      1.06e-03      4.18e-03    6.3e-06
3524000      1.29e-02      2.06e-03      2.10e-03    6.3e-06
3526000      5.98e-03      1.67e-04      2.16e-03    6.3e-06
3528000      7.18e-02      5.79e-03      2.36e-02    6.3e-06
3530000      1.33e-02      1.02e-03      3.88e-03    6.3e-06
3532000      9.02e-02      6.95e-04      3.33e-02    6.3e-06
3534000      6.42e-03      3.29e-04      2.17e-03    6.3e-06
3536000      2.21e-03      1.62e-04      6.61e-04    6.3e-06
3538000      6.33e-03      1.67e-04      2.31e-03    6.3e-06
3540000      4.14e-02      1.71e-03      1.49e-02    6.3e-06
3542000      1.89e-02      6.28e-04      6.86e-03    6.3e-06
3544000      1.08e-02      1.37e-03      2.81e-03    6.3e-06
3546000      2.45e-02      7.14e-04      8.83e-03    6.3e-06
3548000      9.90e-02      2.55e-03      3.62e-02    6.3e-06
3550000      1.76e-02      1.45e-03      5.79e-03    6.3e-06
3552000      6.64e-02      1.64e-03      2.43e-02    6.3e-06
3554000      9.61e-02      4.04e-03      3.45e-02    6.3e-06
3556000      1.27e-02      5.83e-04      4.36e-03    6.3e-06
3558000      1.52e-02      1.77e-03      2.07e-03    6.3e-06
3560000      9.43e-02      1.42e-03      3.55e-02    6.0e-06
3562000      7.10e-02      2.68e-03      2.63e-02    6.0e-06
3564000      2.41e-02      7.29e-04      8.86e-03    6.0e-06
3566000      1.50e-02      5.49e-04      5.56e-03    6.0e-06
3568000      5.34e-02      1.36e-03      2.01e-02    6.0e-06
3570000      6.74e-02      2.22e-04      2.56e-02    6.0e-06
3572000      3.62e-02      2.86e-04      1.37e-02    6.0e-06
3574000      5.57e-02      1.16e-03      2.09e-02    6.0e-06
3576000      3.59e-02      7.75e-04      1.34e-02    6.0e-06
3578000      1.30e-02      2.01e-03      2.40e-03    6.0e-06
3580000      3.69e-02      1.09e-03      1.38e-02    6.0e-06
3582000      9.37e-03      9.26e-04      2.19e-03    6.0e-06
3584000      1.05e-02      7.32e-04      3.33e-03    6.0e-06
3586000      9.48e-03      7.59e-04      2.77e-03    6.0e-06
3588000      1.08e-02      1.22e-03      3.16e-03    6.0e-06
3590000      7.95e-03      9.81e-04      5.43e-04    6.0e-06
3592000      5.57e-02      1.17e-03      2.10e-02    6.0e-06
3594000      1.94e-02      2.50e-03      5.04e-03    6.0e-06
3596000      5.28e-03      6.04e-04      8.20e-04    6.0e-06
3598000      1.04e-02      3.67e-04      3.87e-03    6.0e-06
3600000      5.11e-02      4.30e-03      1.75e-02    5.6e-06
3602000      1.84e-02      4.82e-04      7.06e-03    5.6e-06
3604000      4.95e-03      7.97e-05      1.91e-03    5.6e-06
3606000      5.95e-03      3.33e-04      2.07e-03    5.6e-06
3608000      9.91e-02      3.33e-03      3.78e-02    5.6e-06
3610000      9.82e-03      1.42e-03      2.20e-03    5.6e-06
3612000      7.96e-03      4.86e-04      2.70e-03    5.6e-06
3614000      8.10e-02      4.98e-03      2.95e-02    5.6e-06
3616000      1.37e-02      3.12e-04      5.30e-03    5.6e-06
3618000      6.37e-02      1.94e-03      2.44e-02    5.6e-06
3620000      6.37e-02      6.17e-04      2.47e-02    5.6e-06
3622000      3.90e-02      9.72e-05      1.51e-02    5.6e-06
3624000      2.84e-02      5.29e-04      1.09e-02    5.6e-06
3626000      6.59e-02      3.36e-04      2.56e-02    5.6e-06
3628000      1.25e-02      1.37e-03      2.35e-03    5.6e-06
3630000      1.78e-02      2.23e-03      4.89e-03    5.6e-06
3632000      5.61e-03      1.71e-04      2.12e-03    5.6e-06
3634000      7.46e-03      7.83e-04      1.59e-03    5.6e-06
3636000      3.55e-03      3.80e-04      7.19e-04    5.6e-06
3638000      1.18e-02      7.88e-05      4.60e-03    5.6e-06
3640000      1.26e-02      1.15e-03      3.45e-03    5.3e-06
3642000      4.41e-02      2.00e-03      1.70e-02    5.3e-06
3644000      2.66e-02      3.67e-03      6.67e-03    5.3e-06
3646000      1.35e-02      1.19e-03      3.82e-03    5.3e-06
3648000      1.23e-02      7.90e-04      4.56e-03    5.3e-06
3650000      8.71e-03      4.75e-04      3.13e-03    5.3e-06
3652000      6.68e-02      1.70e-03      2.63e-02    5.3e-06
3654000      5.46e-02      2.75e-03      2.09e-02    5.3e-06
3656000      1.32e-02      2.28e-04      5.20e-03    5.3e-06
3658000      2.46e-02      4.20e-04      9.69e-03    5.3e-06
3660000      6.47e-02      8.04e-05      2.58e-02    5.3e-06
3662000      2.97e-02      1.00e-03      1.14e-02    5.3e-06
3664000      1.60e-02      1.44e-04      6.36e-03    5.3e-06
3666000      2.92e-03      1.56e-04      1.05e-03    5.3e-06
3668000      4.69e-02      3.35e-04      1.87e-02    5.3e-06
3670000      5.86e-03      7.25e-04      3.76e-04    5.3e-06
3672000      1.06e-02      4.04e-04      4.01e-03    5.3e-06
3674000      7.31e-02      3.44e-03      2.81e-02    5.3e-06
3676000      6.22e-02      3.83e-03      2.32e-02    5.3e-06
3678000      9.38e-02      6.78e-03      3.41e-02    5.3e-06
3680000      9.29e-03      7.67e-04      2.85e-03    5.0e-06
3682000      7.29e-03      7.85e-04      2.36e-03    5.0e-06
3684000      6.29e-03      4.03e-05      2.56e-03    5.0e-06
3686000      9.91e-03      2.99e-04      3.93e-03    5.0e-06
3688000      7.10e-02      1.33e-03      2.88e-02    5.0e-06
3690000      1.04e-02      3.55e-04      4.08e-03    5.0e-06
3692000      7.52e-03      2.62e-04      2.95e-03    5.0e-06
3694000      1.64e-02      1.32e-03      5.97e-03    5.0e-06
3696000      1.65e-02      1.56e-03      5.66e-03    5.0e-06
3698000      3.24e-02      3.08e-04      1.32e-02    5.0e-06
3700000      7.80e-03      9.53e-04      7.12e-04    5.0e-06
3702000      5.71e-02      6.06e-04      2.32e-02    5.0e-06
3704000      7.84e-03      9.19e-04      1.12e-03    5.0e-06
3706000      4.36e-02      1.15e-03      1.76e-02    5.0e-06
3708000      1.05e-02      9.26e-04      3.01e-03    5.0e-06
3710000      1.64e-02      2.02e-03      4.79e-03    5.0e-06
3712000      4.60e-03      3.19e-04      1.56e-03    5.0e-06
3714000      7.68e-02      1.36e-03      3.10e-02    5.0e-06
3716000      1.12e-02      5.26e-04      4.41e-03    5.0e-06
3718000      1.55e-02      2.40e-03      3.10e-03    5.0e-06
3720000      3.40e-02      1.41e-03      1.38e-02    4.7e-06
3722000      1.32e-02      1.57e-03      1.77e-03    4.7e-06
3724000      5.52e-03      4.87e-04      1.64e-03    4.7e-06
3726000      7.26e-03      3.61e-04      2.79e-03    4.7e-06
3728000      6.21e-03      2.78e-04      2.51e-03    4.7e-06
3730000      1.55e-02      2.48e-03      2.78e-03    4.7e-06
3732000      1.63e-02      1.20e-03      6.18e-03    4.7e-06
3734000      8.14e-02      3.53e-03      3.30e-02    4.7e-06
3736000      6.83e-02      3.22e-03      2.75e-02    4.7e-06
3738000      7.11e-03      8.29e-04      2.24e-03    4.7e-06
3740000      6.46e-03      7.04e-04      1.33e-03    4.7e-06
3742000      3.27e-03      2.41e-04      1.10e-03    4.7e-06
3744000      7.13e-02      3.78e-03      2.84e-02    4.7e-06
3746000      1.24e-02      9.86e-04      4.02e-03    4.7e-06
3748000      5.58e-02      2.13e-03      2.28e-02    4.7e-06
3750000      1.05e-02      1.08e-03      3.59e-03    4.7e-06
3752000      9.11e-02      5.51e-03      3.58e-02    4.7e-06
3754000      1.23e-02      1.16e-03      4.35e-03    4.7e-06
3756000      1.03e-02      1.40e-03      2.76e-03    4.7e-06
3758000      5.64e-03      1.84e-04      2.28e-03    4.7e-06
3760000      6.94e-02      3.73e-03      2.83e-02    4.5e-06
3762000      9.45e-03      7.36e-04      3.63e-03    4.5e-06
3764000      1.91e-02      4.16e-04      8.06e-03    4.5e-06
3766000      2.53e-02      3.98e-04      1.08e-02    4.5e-06
3768000      7.16e-02      2.85e-03      2.98e-02    4.5e-06
3770000      6.15e-02      1.09e-04      2.63e-02    4.5e-06
3772000      4.32e-03      3.84e-04      1.30e-03    4.5e-06
3774000      4.87e-03      3.06e-04      1.80e-03    4.5e-06
3776000      6.30e-03      6.19e-04      1.67e-03    4.5e-06
3778000      5.41e-02      5.07e-04      2.31e-02    4.5e-06
3780000      8.06e-03      1.00e-03      4.83e-04    4.5e-06
3782000      3.10e-02      1.66e-03      1.28e-02    4.5e-06
3784000      1.11e-02      1.12e-03      2.81e-03    4.5e-06
3786000      5.81e-03      2.03e-04      2.39e-03    4.5e-06
3788000      2.32e-02      4.20e-04      9.88e-03    4.5e-06
3790000      6.90e-02      2.06e-03      2.91e-02    4.5e-06
3792000      1.27e-02      9.82e-04      4.91e-03    4.5e-06
3794000      3.77e-02      2.24e-03      1.54e-02    4.5e-06
3796000      3.87e-03      1.57e-04      1.61e-03    4.5e-06
3798000      6.46e-03      6.24e-04      1.76e-03    4.5e-06
3800000      3.20e-02      7.92e-04      1.37e-02    4.2e-06
3802000      5.78e-02      5.02e-04      2.53e-02    4.2e-06
3804000      1.23e-02      1.54e-03      3.81e-03    4.2e-06
3806000      3.59e-03      3.09e-04      1.15e-03    4.2e-06
3808000      3.53e-02      1.01e-03      1.51e-02    4.2e-06
3810000      5.53e-03      5.79e-04      1.33e-03    4.2e-06
3812000      6.52e-02      2.86e-03      2.68e-02    4.2e-06
3814000      2.59e-02      1.48e-04      1.13e-02    4.2e-06
3816000      6.04e-03      8.68e-04      1.55e-03    4.2e-06
3818000      1.83e-02      3.20e-04      7.94e-03    4.2e-06
3820000      3.79e-03      8.30e-05      1.63e-03    4.2e-06
3822000      3.47e-02      4.11e-04      1.51e-02    4.2e-06
3824000      3.04e-03      3.46e-04      5.59e-04    4.2e-06
3826000      5.89e-02      2.00e-03      2.53e-02    4.2e-06
3828000      2.26e-02      2.78e-03      1.94e-03    4.2e-06
3830000      5.65e-02      3.05e-03      2.36e-02    4.2e-06
3832000      1.23e-02      2.12e-03      1.20e-03    4.2e-06
3834000      3.37e-02      9.77e-04      1.46e-02    4.2e-06
3836000      5.05e-03      4.63e-04      1.51e-03    4.2e-06
3838000      1.77e-02      2.19e-03      5.55e-03    4.2e-06
3840000      7.71e-02      3.16e-03      3.36e-02    4.0e-06
3842000      9.89e-03      4.63e-04      4.28e-03    4.0e-06
3844000      3.19e-02      1.94e-03      1.36e-02    4.0e-06
3846000      5.44e-03      1.46e-04      2.41e-03    4.0e-06
3848000      7.42e-03      4.96e-04      2.81e-03    4.0e-06
3850000      6.61e-03      6.29e-04      2.50e-03    4.0e-06
3852000      8.91e-02      4.65e-03      3.63e-02    4.0e-06
3854000      5.95e-02      2.61e-03      2.61e-02    4.0e-06
3856000      1.68e-02      2.09e-03      5.37e-03    4.0e-06
3858000      1.00e-02      6.15e-04      3.92e-03    4.0e-06
3860000      1.21e-02      1.50e-03      3.85e-03    4.0e-06
3862000      1.78e-02      2.92e-03      2.99e-03    4.0e-06
3864000      3.47e-02      7.19e-04      1.55e-02    4.0e-06
3866000      6.84e-03      2.91e-05      3.06e-03    4.0e-06
3868000      6.97e-03      4.64e-04      2.65e-03    4.0e-06
3870000      6.25e-03      4.38e-04      2.57e-03    4.0e-06
3872000      5.83e-02      2.15e-03      2.57e-02    4.0e-06
3874000      6.75e-02      5.76e-03      2.65e-02    4.0e-06
3876000      5.81e-02      9.48e-04      2.58e-02    4.0e-06
3878000      1.50e-02      1.80e-03      4.92e-03    4.0e-06
3880000      1.91e-02      5.55e-04      8.65e-03    3.8e-06
3882000      4.13e-03      7.75e-05      1.87e-03    3.8e-06
3884000      1.00e-02      1.66e-03      1.68e-03    3.8e-06
3886000      6.06e-02      3.21e-03      2.65e-02    3.8e-06
3888000      7.51e-03      3.29e-04      3.23e-03    3.8e-06
3890000      1.66e-02      2.20e-03      5.03e-03    3.8e-06
3892000      1.37e-02      2.14e-03      2.95e-03    3.8e-06
3894000      4.10e-02      2.05e-03      1.80e-02    3.8e-06
3896000      1.09e-02      3.93e-04      4.77e-03    3.8e-06
3898000      9.32e-03      1.09e-04      4.26e-03    3.8e-06
3900000      5.95e-03      6.90e-04      1.04e-03    3.8e-06
3902000      1.31e-02      2.95e-04      5.98e-03    3.8e-06
3904000      7.11e-02      3.33e-03      3.14e-02    3.8e-06
3906000      1.05e-02      7.20e-04      4.44e-03    3.8e-06
3908000      8.45e-03      8.00e-04      2.54e-03    3.8e-06
3910000      1.49e-02      3.36e-04      6.77e-03    3.8e-06
3912000      4.43e-02      2.43e-03      1.93e-02    3.8e-06
3914000      7.82e-02      5.64e-03      3.28e-02    3.8e-06
3916000      7.57e-02      3.33e-03      3.36e-02    3.8e-06
3918000      1.96e-02      2.69e-03      5.66e-03    3.8e-06
3920000      1.12e-02      5.01e-04      4.92e-03    3.5e-06
3922000      5.80e-02      1.10e-03      2.69e-02    3.5e-06
3924000      2.88e-02      9.60e-04      1.30e-02    3.5e-06
3926000      2.98e-02      3.22e-03      1.19e-02    3.5e-06
3928000      5.52e-02      1.21e-03      2.55e-02    3.5e-06
3930000      7.01e-02      3.45e-03      3.19e-02    3.5e-06
3932000      5.67e-02      2.98e-03      2.54e-02    3.5e-06
3934000      5.89e-02      1.94e-03      2.71e-02    3.5e-06
3936000      5.72e-02      3.18e-04      2.68e-02    3.5e-06
3938000      6.83e-02      1.52e-03      3.18e-02    3.5e-06
3940000      1.11e-02      3.55e-04      5.13e-03    3.5e-06
3942000      5.45e-03      8.94e-04      9.59e-04    3.5e-06
3944000      6.60e-02      9.87e-04      3.08e-02    3.5e-06
3946000      2.39e-02      1.27e-03      1.07e-02    3.5e-06
3948000      2.28e-02      2.37e-03      8.68e-03    3.5e-06
3950000      2.48e-02      3.93e-04      1.16e-02    3.5e-06
3952000      6.25e-02      2.55e-03      2.85e-02    3.5e-06
3954000      1.51e-02      1.27e-03      6.21e-03    3.5e-06
3956000      8.60e-03      1.64e-04      4.01e-03    3.5e-06
3958000      1.22e-02      1.45e-03      4.25e-03    3.5e-06
3960000      6.15e-03      6.49e-04      2.37e-03    3.3e-06
3962000      3.93e-03      5.94e-04      9.84e-04    3.3e-06
3964000      6.53e-02      2.05e-03      3.08e-02    3.3e-06
3966000      7.76e-02      5.89e-03      3.36e-02    3.3e-06
3968000      6.87e-03      4.74e-04      2.75e-03    3.3e-06
3970000      2.64e-03      1.12e-04      1.19e-03    3.3e-06
3972000      6.83e-03      1.04e-04      3.25e-03    3.3e-06
3974000      1.24e-02      1.73e-03      3.69e-03    3.3e-06
3976000      7.98e-03      1.14e-03      2.28e-03    3.3e-06
3978000      6.41e-02      6.48e-04      3.07e-02    3.3e-06
3980000      2.56e-02      6.49e-04      1.22e-02    3.3e-06
3982000      6.61e-02      1.06e-03      3.16e-02    3.3e-06
3984000      5.07e-02      4.42e-04      2.42e-02    3.3e-06
3986000      5.67e-03      8.00e-05      2.70e-03    3.3e-06
3988000      6.35e-02      5.19e-04      3.04e-02    3.3e-06
3990000      6.24e-03      7.19e-04      1.17e-03    3.3e-06
3992000      1.72e-02      6.27e-04      7.87e-03    3.3e-06
3994000      5.98e-03      1.55e-04      2.80e-03    3.3e-06
3996000      5.02e-02      4.19e-03      2.20e-02    3.3e-06
3998000      1.21e-02      6.77e-04      5.51e-03    3.3e-06
4000000      3.19e-02      1.80e-03      1.48e-02    3.2e-06
4002000      5.86e-02      1.84e-03      2.83e-02    3.2e-06
4004000      1.69e-02      2.32e-03      5.19e-03    3.2e-06
4006000      2.55e-02      6.21e-04      1.23e-02    3.2e-06
4008000      1.96e-02      2.08e-03      5.13e-03    3.2e-06
4010000      1.81e-02      6.77e-04      8.48e-03    3.2e-06
4012000      2.65e-02      8.85e-04      1.28e-02    3.2e-06
4014000      1.01e-02      8.54e-04      4.38e-03    3.2e-06
4016000      5.54e-02      1.18e-03      2.70e-02    3.2e-06
4018000      5.84e-02      2.62e-03      2.79e-02    3.2e-06
4020000      7.44e-03      1.26e-03      1.10e-03    3.2e-06
4022000      1.30e-02      2.01e-03      3.07e-03    3.2e-06
4024000      9.95e-02      2.95e-03      4.81e-02    3.2e-06
4026000      7.75e-03      8.87e-04      2.90e-03    3.2e-06
4028000      3.59e-02      6.04e-04      1.75e-02    3.2e-06
4030000      4.42e-03      5.30e-04      6.26e-04    3.2e-06
4032000      1.34e-02      1.76e-03      4.37e-03    3.2e-06
4034000      5.45e-02      1.06e-03      2.64e-02    3.2e-06
4036000      5.70e-03      1.36e-04      2.74e-03    3.2e-06
4038000      1.33e-02      1.12e-03      4.86e-03    3.2e-06
4040000      5.07e-02      1.82e-03      2.50e-02    3.0e-06
4042000      7.66e-03      3.89e-04      3.51e-03    3.0e-06
4044000      1.21e-02      6.11e-04      5.53e-03    3.0e-06
4046000      7.02e-03      1.25e-04      3.50e-03    3.0e-06
4048000      9.34e-03      3.52e-04      4.57e-03    3.0e-06
4050000      5.36e-02      1.14e-03      2.67e-02    3.0e-06
4052000      4.81e-02      3.10e-03      2.25e-02    3.0e-06
4054000      7.39e-03      5.55e-04      3.36e-03    3.0e-06
4056000      6.55e-03      7.68e-04      1.15e-03    3.0e-06
4058000      6.47e-03      5.06e-04      2.53e-03    3.0e-06
4060000      1.47e-02      1.28e-03      6.41e-03    3.0e-06
4062000      2.15e-02      5.92e-04      1.06e-02    3.0e-06
4064000      5.61e-02      3.54e-03      2.62e-02    3.0e-06
4066000      1.52e-02      1.35e-03      5.35e-03    3.0e-06
4068000      1.03e-02      1.42e-03      3.23e-03    3.0e-06
4070000      6.15e-02      4.10e-03      2.86e-02    3.0e-06
4072000      3.55e-03      1.31e-04      1.70e-03    3.0e-06
4074000      1.28e-02      1.17e-03      4.39e-03    3.0e-06
4076000      1.23e-02      2.54e-04      6.07e-03    3.0e-06
4078000      2.90e-02      9.14e-04      1.43e-02    3.0e-06
4080000      1.11e-02      1.30e-03      4.27e-03    2.8e-06
4082000      6.73e-03      5.78e-04      2.51e-03    2.8e-06
4084000      1.10e-02      5.37e-04      5.39e-03    2.8e-06
4086000      4.95e-02      3.08e-03      2.37e-02    2.8e-06
4088000      4.32e-02      4.65e-03      1.75e-02    2.8e-06
4090000      6.32e-02      3.00e-03      3.12e-02    2.8e-06
4092000      1.16e-02      6.20e-04      5.40e-03    2.8e-06
4094000      1.21e-02      1.74e-03      3.60e-03    2.8e-06
4096000      5.24e-03      1.65e-04      2.60e-03    2.8e-06
4098000      1.99e-02      8.12e-04      9.98e-03    2.8e-06
4100000      3.41e-02      1.61e-03      1.68e-02    2.8e-06
4102000      9.72e-03      1.25e-03      3.42e-03    2.8e-06
4104000      9.98e-03      3.09e-06      5.11e-03    2.8e-06
4106000      1.46e-02      1.83e-03      5.23e-03    2.8e-06
4108000      3.36e-03      2.68e-05      1.72e-03    2.8e-06
4110000      6.33e-03      5.88e-04      2.17e-03    2.8e-06
4112000      4.22e-03      5.20e-04      3.80e-04    2.8e-06
4114000      5.68e-02      1.68e-03      2.83e-02    2.8e-06
4116000      4.30e-02      3.32e-03      1.98e-02    2.8e-06
4118000      1.60e-02      2.36e-03      4.54e-03    2.8e-06
4120000      1.43e-02      3.57e-04      7.38e-03    2.7e-06
4122000      7.16e-02      4.39e-03      3.51e-02    2.7e-06
4124000      1.57e-02      1.42e-03      5.68e-03    2.7e-06
4126000      1.08e-02      1.14e-03      4.55e-03    2.7e-06
4128000      1.96e-02      2.97e-03      5.23e-03    2.7e-06
4130000      7.60e-03      3.67e-04      3.67e-03    2.7e-06
4132000      4.23e-03      3.18e-04      1.77e-03    2.7e-06
4134000      1.65e-02      1.69e-03      4.98e-03    2.7e-06
4136000      9.67e-03      7.24e-05      5.05e-03    2.7e-06
4138000      1.05e-02      1.37e-03      3.69e-03    2.7e-06
4140000      8.21e-03      1.01e-04      4.27e-03    2.7e-06
4142000      9.70e-03      4.66e-04      4.68e-03    2.7e-06
4144000      1.00e-02      2.12e-04      5.16e-03    2.7e-06
4146000      1.60e-02      2.20e-03      5.28e-03    2.7e-06
4148000      6.45e-03      1.45e-04      3.34e-03    2.7e-06
4150000      1.04e-02      1.43e-03      3.44e-03    2.7e-06
4152000      6.27e-03      7.51e-04      9.42e-04    2.7e-06
4154000      1.60e-02      2.32e-03      4.78e-03    2.7e-06
4156000      8.65e-03      9.50e-04      3.55e-03    2.7e-06
4158000      2.41e-02      6.57e-04      1.25e-02    2.7e-06
4160000      6.78e-03      9.97e-04      2.01e-03    2.5e-06
4162000      1.72e-03      1.56e-04      6.30e-04    2.5e-06
4164000      1.80e-02      2.21e-04      9.54e-03    2.5e-06
4166000      1.50e-02      2.06e-03      5.10e-03    2.5e-06
4168000      1.50e-02      1.46e-03      6.69e-03    2.5e-06
4170000      7.30e-03      4.47e-04      3.40e-03    2.5e-06
4172000      1.52e-02      1.96e-03      5.61e-03    2.5e-06
4174000      2.95e-03      6.17e-06      1.58e-03    2.5e-06
4176000      6.27e-02      2.50e-03      3.26e-02    2.5e-06
4178000      7.59e-03      4.82e-04      3.49e-03    2.5e-06
4180000      2.05e-02      1.90e-03      9.75e-03    2.5e-06
4182000      3.16e-02      2.85e-03      1.45e-02    2.5e-06
4184000      9.09e-03      5.08e-04      4.34e-03    2.5e-06
4186000      6.65e-02      6.54e-03      3.11e-02    2.5e-06
4188000      8.25e-03      7.28e-04      3.82e-03    2.5e-06
4190000      1.46e-02      2.51e-03      1.77e-03    2.5e-06
4192000      1.05e-02      4.65e-04      5.23e-03    2.5e-06
4194000      9.00e-03      7.16e-04      4.29e-03    2.5e-06
4196000      1.64e-02      1.93e-03      6.56e-03    2.5e-06
4198000      5.12e-02      3.06e-03      2.40e-02    2.5e-06
4200000      2.37e-02      2.40e-03      1.12e-02    2.4e-06
4202000      8.85e-03      1.28e-03      2.79e-03    2.4e-06
4204000      2.28e-02      1.34e-03      1.09e-02    2.4e-06
4206000      1.25e-02      1.32e-03      5.45e-03    2.4e-06
4208000      5.84e-03      5.34e-04      2.72e-03    2.4e-06
4210000      3.80e-03      3.92e-04      1.18e-03    2.4e-06
4212000      6.04e-03      3.81e-04      2.84e-03    2.4e-06
4214000      1.02e-02      5.77e-04      5.24e-03    2.4e-06
4216000      5.01e-02      3.08e-03      2.38e-02    2.4e-06
4218000      2.35e-02      1.01e-03      1.24e-02    2.4e-06
4220000      2.24e-02      1.84e-03      1.08e-02    2.4e-06
4222000      5.38e-02      1.11e-03      2.89e-02    2.4e-06
4224000      4.69e-02      3.43e-03      2.32e-02    2.4e-06
4226000      5.02e-03      4.36e-04      1.97e-03    2.4e-06
4228000      8.02e-02      6.94e-03      3.81e-02    2.4e-06
4230000      6.09e-02      1.70e-03      3.28e-02    2.4e-06
4232000      3.30e-02      3.64e-03      1.51e-02    2.4e-06
4234000      1.04e-02      1.63e-03      2.61e-03    2.4e-06
4236000      2.17e-02      8.52e-04      1.15e-02    2.4e-06
4238000      5.11e-03      7.08e-04      1.74e-03    2.4e-06
4240000      3.38e-03      2.14e-04      1.62e-03    2.2e-06
4242000      4.07e-02      2.84e-04      2.26e-02    2.2e-06
4244000      1.36e-02      1.82e-03      4.97e-03    2.2e-06
4246000      5.10e-03      4.59e-04      1.97e-03    2.2e-06
4248000      5.38e-02      8.51e-04      2.98e-02    2.2e-06
4250000      4.71e-02      4.24e-03      2.25e-02    2.2e-06
4252000      3.20e-02      1.18e-03      1.74e-02    2.2e-06
4254000      5.97e-03      3.94e-04      2.82e-03    2.2e-06
4256000      2.61e-02      4.58e-04      1.44e-02    2.2e-06
4258000      2.52e-02      7.60e-04      1.36e-02    2.2e-06
4260000      2.73e-03      3.03e-04      7.07e-04    2.2e-06
4262000      6.42e-02      2.48e-03      3.48e-02    2.2e-06
4264000      4.58e-02      6.80e-04      2.53e-02    2.2e-06
4266000      6.63e-03      3.80e-04      3.28e-03    2.2e-06
4268000      4.78e-03      6.81e-04      1.58e-03    2.2e-06
4270000      1.22e-02      2.25e-04      6.73e-03    2.2e-06
4272000      5.36e-02      1.87e-03      2.92e-02    2.2e-06
4274000      6.61e-03      3.99e-04      3.22e-03    2.2e-06
4276000      2.17e-02      1.67e-03      1.12e-02    2.2e-06
4278000      7.43e-03      7.33e-04      2.54e-03    2.2e-06
4280000      4.67e-03      8.02e-05      2.62e-03    2.1e-06
4282000      1.54e-02      2.36e-03      4.31e-03    2.1e-06
4284000      1.42e-02      2.19e-03      3.97e-03    2.1e-06
4286000      6.66e-03      7.84e-04      2.82e-03    2.1e-06
